text,label,label_name
i feel guilt from inaction and spend much of my time helping and supporting others,1,joy
i feel humiliated to introduce you to my colleagues as my wife,0,sadness
i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,1,joy
i just feel discouraged,0,sadness
i got a sick feeling in my stomach i just did a blog post on my cute laundry room now my dryers going out,1,joy
i have unwashed hair but a new shirt and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,0,sadness
i feel happy about myself hes the reason why i am where i am today,1,joy
i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,3,anger
i dont often try vintage style as its not really my thing but a day for daisies images are gorgeous and often i feel inspired to create vintage cards with them,1,joy
i feel very apprehensive,4,fear
i feel a little foolish for ever having left duluth,0,sadness
i feel like a jaded cat whatever who doesn t ever get nervous before races because i ve just done so many and i couldn t care less,0,sadness
i have a feeling im going to be seriously envious of whoever wins because i really want this one all to myself,3,anger
im locked in my world and then i feel glad,1,joy
i am so happy but yet i feel enraged,3,anger
i feel so lost with it these days,0,sadness
i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,1,joy
i feel dirty even admitting that ive seen it much less own it on dvd,0,sadness
im feeling distracted and a little bit flighty,3,anger
i had to be transgender and this very brainwashing attempt is now making me feel so horrible as though im trying to deceive physicians here in germany into believing that i am intersex,0,sadness
i read too much about discovery and exploration in the wild west and while i feel that those concepts are precious taking part in them often myself this book just brings a refined feel when i sit back in the chair for some quiet time,1,joy
i am slowly paying off my debts and i feel generally happy about where i am and what im doing,1,joy
i feel more of a sense of longing than of loss,2,love
i feel like i have been a little distracted lately,3,anger
i have been so busy i feel like i have free time at home,1,joy
i feel as rich as solomon,1,joy
i had always dreamed of doing and it was a good feeling a fantastic feeling to be able to give them this,1,joy
i have been feeling really creative and have been trying out new things,1,joy
i look at it like if someone doesnt like me or care about me in a way thats different than just friends i feel unimportant like no one cares about me,0,sadness
i hate feeling bitter,3,anger
i feel quite idiotic but whatever,0,sadness
i feel depressed i will sing,0,sadness
i went i was amazed at what i have and i began to feel when the woman canal spoke about the divine hierarchies and they wanted us to do for a new era of spiritual evolution,1,joy
